image_url,image_name,latitude,longitude,heading,image_id,n_comparisons,group,weight,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.43793877_-0.043462023_0.jpg,51.43793877_-0.043462023_0,51.43793877,-0.043462023,0,image_27,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.44336775_-0.020346295_0.jpg,51.44336775_-0.020346295_0,51.44336775,-0.020346295,0,image_28,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.44529472_-0.019855185_90.jpg,51.44529472_-0.019855185_90,51.44529472,-0.019855185,90,image_29,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.44546166_-0.020853027_0.jpg,51.44546166_-0.020853027_0,51.44546166,-0.020853027,0,image_30,9,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.44546166_-0.020853027_90.jpg,51.44546166_-0.020853027_90,51.44546166,-0.020853027,90,image_31,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.44699499_-0.018698115_0.jpg,51.44699499_-0.018698115_0,51.44699499,-0.018698115,0,image_32,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.44699499_-0.018698115_90.jpg,51.44699499_-0.018698115_90,51.44699499,-0.018698115,90,image_33,21,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.44917907_-0.182653117_0.jpg,51.44917907_-0.182653117_0,51.44917907,-0.182653117,0,image_34,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45022658_-0.357858403_0.jpg,51.45022658_-0.357858403_0,51.45022658,-0.357858403,0,image_35,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45022658_-0.357858403_90.jpg,51.45022658_-0.357858403_90,51.45022658,-0.357858403,90,image_36,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45038694_-0.161902584_0.jpg,51.45038694_-0.161902584_0,51.45038694,-0.161902584,0,image_37,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45054133_0.10373541_0.jpg,51.45054133_0.10373541_0,51.45054133,0.10373541,0,image_38,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45054133_0.10373541_90.jpg,51.45054133_0.10373541_90,51.45054133,0.10373541,90,image_39,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45088967_0.106301409_90.jpg,51.45088967_0.106301409_90,51.45088967,0.106301409,90,image_40,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45221969_-0.147250961_90.jpg,51.45221969_-0.147250961_90,51.45221969,-0.147250961,90,image_41,21,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45314949_-0.338761922_90.jpg,51.45314949_-0.338761922_90,51.45314949,-0.338761922,90,image_42,22,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.4552031_0.145629604_90.jpg,51.4552031_0.145629604_90,51.4552031,0.145629604,90,image_43,19,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45575236_-0.231945388_0.jpg,51.45575236_-0.231945388_0,51.45575236,-0.231945388,0,image_44,7,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.4561411_0.14766111_90.jpg,51.4561411_0.14766111_90,51.4561411,0.14766111,90,image_45,9,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45657546_0.144623681_90.jpg,51.45657546_0.144623681_90,51.45657546,0.144623681,90,image_46,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45805625_0.134666834_0.jpg,51.45805625_0.134666834_0,51.45805625,0.134666834,0,image_47,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45805625_0.134666834_90.jpg,51.45805625_0.134666834_90,51.45805625,0.134666834,90,image_48,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45857621_-0.305779761_0.jpg,51.45857621_-0.305779761_0,51.45857621,-0.305779761,0,image_49,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45857621_-0.305779761_90.jpg,51.45857621_-0.305779761_90,51.45857621,-0.305779761,90,image_50,9,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45964224_-0.306317475_0.jpg,51.45964224_-0.306317475_0,51.45964224,-0.306317475,0,image_51,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45964224_-0.306317475_90.jpg,51.45964224_-0.306317475_90,51.45964224,-0.306317475,90,image_52,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45997465_-0.011442821_0.jpg,51.45997465_-0.011442821_0,51.45997465,-0.011442821,0,image_53,19,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.45997465_-0.011442821_90.jpg,51.45997465_-0.011442821_90,51.45997465,-0.011442821,90,image_54,9,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46005468_-0.311955569_90.jpg,51.46005468_-0.311955569_90,51.46005468,-0.311955569,90,image_55,23,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46087006_-0.129234123_0.jpg,51.46087006_-0.129234123_0,51.46087006,-0.129234123,0,image_56,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46120641_-0.010843762_90.jpg,51.46120641_-0.010843762_90,51.46120641,-0.010843762,90,image_57,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46125069_-0.301980242_90.jpg,51.46125069_-0.301980242_90,51.46125069,-0.301980242,90,image_58,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46160752_-0.303213674_0.jpg,51.46160752_-0.303213674_0,51.46160752,-0.303213674,0,image_59,8,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46218957_0.005996921_0.jpg,51.46218957_0.005996921_0,51.46218957,0.005996921,0,image_60,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46276313_-0.010194845_0.jpg,51.46276313_-0.010194845_0,51.46276313,-0.010194845,0,image_61,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46314929_-0.159368198_0.jpg,51.46314929_-0.159368198_0,51.46314929,-0.159368198,0,image_62,5,very_low,5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.4638346_-0.162308197_0.jpg,51.4638346_-0.162308197_0,51.4638346,-0.162308197,0,image_63,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46488428_-0.038135853_0.jpg,51.46488428_-0.038135853_0,51.46488428,-0.038135853,0,image_64,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46544066_-0.066438142_0.jpg,51.46544066_-0.066438142_0,51.46544066,-0.066438142,0,image_65,24,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46544066_-0.066438142_90.jpg,51.46544066_-0.066438142_90,51.46544066,-0.066438142,90,image_66,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.4656217_-0.01871614_90.jpg,51.4656217_-0.01871614_90,51.4656217,-0.01871614,90,image_67,8,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46578852_-0.069945144_0.jpg,51.46578852_-0.069945144_0,51.46578852,-0.069945144,0,image_68,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46706252_-0.364013815_90.jpg,51.46706252_-0.364013815_90,51.46706252,-0.364013815,90,image_69,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46715135_-0.074719795_90.jpg,51.46715135_-0.074719795_90,51.46715135,-0.074719795,90,image_70,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46742236_-0.06658786_0.jpg,51.46742236_-0.06658786_0,51.46742236,-0.06658786,0,image_71,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46742236_-0.06658786_90.jpg,51.46742236_-0.06658786_90,51.46742236,-0.06658786,90,image_72,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46938933_-0.068066003_0.jpg,51.46938933_-0.068066003_0,51.46938933,-0.068066003,0,image_73,10,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.46950941_-0.069532259_90.jpg,51.46950941_-0.069532259_90,51.46950941,-0.069532259,90,image_74,9,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.47125684_-0.19209852_90.jpg,51.47125684_-0.19209852_90,51.47125684,-0.19209852,90,image_75,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.47127064_-0.069531647_0.jpg,51.47127064_-0.069531647_0,51.47127064,-0.069531647,0,image_76,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.47127064_-0.069531647_90.jpg,51.47127064_-0.069531647_90,51.47127064,-0.069531647,90,image_77,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.47163506_-0.069682188_0.jpg,51.47163506_-0.069682188_0,51.47163506,-0.069682188,0,image_78,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.47189643_-0.355702301_0.jpg,51.47189643_-0.355702301_0,51.47189643,-0.355702301,0,image_79,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.472881_-0.216310883_0.jpg,51.472881_-0.216310883_0,51.472881,-0.216310883,0,image_80,22,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.472881_-0.216310883_90.jpg,51.472881_-0.216310883_90,51.472881,-0.216310883,90,image_81,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.47297645_-0.069805698_0.jpg,51.47297645_-0.069805698_0,51.47297645,-0.069805698,0,image_82,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.47511764_-0.15906214_90.jpg,51.47511764_-0.15906214_90,51.47511764,-0.15906214,90,image_83,10,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.47599033_-0.15209367_90.jpg,51.47599033_-0.15209367_90,51.47599033,-0.15209367,90,image_84,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.47691851_-0.025868469_0.jpg,51.47691851_-0.025868469_0,51.47691851,-0.025868469,0,image_85,21,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.48016946_-0.011931007_90.jpg,51.48016946_-0.011931007_90,51.48016946,-0.011931007,90,image_86,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.48035636_-0.143379404_90.jpg,51.48035636_-0.143379404_90,51.48035636,-0.143379404,90,image_87,21,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.48075415_-0.026299941_0.jpg,51.48075415_-0.026299941_0,51.48075415,-0.026299941,0,image_88,9,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.48257265_-0.156297287_90.jpg,51.48257265_-0.156297287_90,51.48257265,-0.156297287,90,image_89,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.48433829_-0.176096491_90.jpg,51.48433829_-0.176096491_90,51.48433829,-0.176096491,90,image_90,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.48435599_-0.199771197_0.jpg,51.48435599_-0.199771197_0,51.48435599,-0.199771197,0,image_91,23,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.48476444_-0.156073109_90.jpg,51.48476444_-0.156073109_90,51.48476444,-0.156073109,90,image_92,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.48597045_-0.094298694_0.jpg,51.48597045_-0.094298694_0,51.48597045,-0.094298694,0,image_93,23,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.48643824_-0.150694242_90.jpg,51.48643824_-0.150694242_90,51.48643824,-0.150694242,90,image_94,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.48670861_-0.134846098_0.jpg,51.48670861_-0.134846098_0,51.48670861,-0.134846098,0,image_95,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.48863933_-0.14307349_90.jpg,51.48863933_-0.14307349_90,51.48863933,-0.14307349,90,image_96,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.48922638_-0.190962449_90.jpg,51.48922638_-0.190962449_90,51.48922638,-0.190962449,90,image_97,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.48966992_-0.173399471_0.jpg,51.48966992_-0.173399471_0,51.48966992,-0.173399471,0,image_98,10,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.48975286_-0.223133526_0.jpg,51.48975286_-0.223133526_0,51.48975286,-0.223133526,0,image_99,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.48975286_-0.223133526_90.jpg,51.48975286_-0.223133526_90,51.48975286,-0.223133526,90,image_100,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49003999_0.00871909_0.jpg,51.49003999_0.00871909_0,51.49003999,0.00871909,0,image_101,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49063027_-0.128161269_90.jpg,51.49063027_-0.128161269_90,51.49063027,-0.128161269,90,image_102,8,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49091858_-0.131413768_90.jpg,51.49091858_-0.131413768_90,51.49091858,-0.131413768,90,image_103,20,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49219055_-0.158557174_90.jpg,51.49219055_-0.158557174_90,51.49219055,-0.158557174,90,image_104,21,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49229061_-0.121933681_0.jpg,51.49229061_-0.121933681_0,51.49229061,-0.121933681,0,image_105,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49244099_-0.210841492_90.jpg,51.49244099_-0.210841492_90,51.49244099,-0.210841492,90,image_106,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49259613_-0.158831481_0.jpg,51.49259613_-0.158831481_0,51.49259613,-0.158831481,0,image_107,19,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49259613_-0.158831481_90.jpg,51.49259613_-0.158831481_90,51.49259613,-0.158831481,90,image_108,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49270214_-0.128544913_90.jpg,51.49270214_-0.128544913_90,51.49270214,-0.128544913,90,image_109,19,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49282594_-0.060248144_0.jpg,51.49282594_-0.060248144_0,51.49282594,-0.060248144,0,image_110,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49338153_-0.128955816_0.jpg,51.49338153_-0.128955816_0,51.49338153,-0.128955816,0,image_111,4,very_low,5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49359072_-0.176258542_0.jpg,51.49359072_-0.176258542_0,51.49359072,-0.176258542,0,image_112,10,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.493594_-0.176260115_0.jpg,51.493594_-0.176260115_0,51.493594,-0.176260115,0,image_113,21,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49365691_-0.136563321_0.jpg,51.49365691_-0.136563321_0,51.49365691,-0.136563321,0,image_114,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49390108_-0.175899093_0.jpg,51.49390108_-0.175899093_0,51.49390108,-0.175899093,0,image_115,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49485505_-0.173343732_0.jpg,51.49485505_-0.173343732_0,51.49485505,-0.173343732,0,image_116,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49485505_-0.173343732_90.jpg,51.49485505_-0.173343732_90,51.49485505,-0.173343732,90,image_117,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49516084_-0.158449149_0.jpg,51.49516084_-0.158449149_0,51.49516084,-0.158449149,0,image_118,10,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49591174_-0.065809662_0.jpg,51.49591174_-0.065809662_0,51.49591174,-0.065809662,0,image_119,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.495944_-0.13078264_0.jpg,51.495944_-0.13078264_0,51.495944,-0.13078264,0,image_120,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49599674_-0.180171229_0.jpg,51.49599674_-0.180171229_0,51.49599674,-0.180171229,0,image_121,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49627801_-0.140016347_90.jpg,51.49627801_-0.140016347_90,51.49627801,-0.140016347,90,image_122,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49628755_-0.196894406_0.jpg,51.49628755_-0.196894406_0,51.49628755,-0.196894406,0,image_123,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49672127_-0.192304273_0.jpg,51.49672127_-0.192304273_0,51.49672127,-0.192304273,0,image_124,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49672127_-0.192304273_90.jpg,51.49672127_-0.192304273_90,51.49672127,-0.192304273,90,image_125,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49677029_-0.127102283_0.jpg,51.49677029_-0.127102283_0,51.49677029,-0.127102283,0,image_126,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49682929_-0.140281461_0.jpg,51.49682929_-0.140281461_0,51.49682929,-0.140281461,0,image_127,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49692663_-0.173813286_0.jpg,51.49692663_-0.173813286_0,51.49692663,-0.173813286,0,image_128,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49785741_-0.165376367_90.jpg,51.49785741_-0.165376367_90,51.49785741,-0.165376367,90,image_129,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.4979397_-0.173990867_0.jpg,51.4979397_-0.173990867_0,51.4979397,-0.173990867,0,image_130,22,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49816404_-0.133104482_90.jpg,51.49816404_-0.133104482_90,51.49816404,-0.133104482,90,image_131,19,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49817363_-0.174141475_0.jpg,51.49817363_-0.174141475_0,51.49817363,-0.174141475,0,image_132,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49912054_-0.125999903_0.jpg,51.49912054_-0.125999903_0,51.49912054,-0.125999903,0,image_133,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49912054_-0.125999903_90.jpg,51.49912054_-0.125999903_90,51.49912054,-0.125999903,90,image_134,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.4992489_-0.174280015_0.jpg,51.4992489_-0.174280015_0,51.4992489,-0.174280015,0,image_135,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49933245_-0.171603484_0.jpg,51.49933245_-0.171603484_0,51.49933245,-0.171603484,0,image_136,20,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.49967325_-0.134531313_90.jpg,51.49967325_-0.134531313_90,51.49967325,-0.134531313,90,image_137,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50046646_-0.019124151_90.jpg,51.50046646_-0.019124151_90,51.50046646,-0.019124151,90,image_138,20,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50052021_-0.185814511_0.jpg,51.50052021_-0.185814511_0,51.50052021,-0.185814511,0,image_139,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50084201_-0.104654685_0.jpg,51.50084201_-0.104654685_0,51.50084201,-0.104654685,0,image_140,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50090303_-0.123001019_0.jpg,51.50090303_-0.123001019_0,51.50090303,-0.123001019,0,image_141,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50090303_-0.123001019_90.jpg,51.50090303_-0.123001019_90,51.50090303,-0.123001019,90,image_142,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50100225_-0.119981844_0.jpg,51.50100225_-0.119981844_0,51.50100225,-0.119981844,0,image_143,18,medium,1.5,,
